       psi        ni[m^-3]        ne[m^-3]       ti[eV]       te[eV]    we[rad/s]
5.575049E-01   3.194107E+19   3.907945E+19   1.975602E+03   1.672207E+03   1.000000E+00
5.594542E-01   3.190300E+19   3.903461E+19   1.970596E+03   1.668818E+03   1.000000E+00
5.614035E-01   3.186510E+19   3.898987E+19   1.965624E+03   1.665426E+03   1.000000E+00
5.633528E-01   3.182737E+19   3.894524E+19   1.960684E+03   1.662031E+03   1.000000E+00
5.653021E-01   3.178982E+19   3.890072E+19   1.955778E+03   1.658633E+03   1.000000E+00
5.672515E-01   3.175244E+19   3.885631E+19   1.950904E+03   1.655232E+03   1.000000E+00
5.692008E-01   3.171523E+19   3.881200E+19   1.946063E+03   1.651828E+03   1.000000E+00
5.711501E-01   3.167820E+19   3.876781E+19   1.941255E+03   1.648421E+03   1.000000E+00
5.730994E-01   3.164135E+19   3.872373E+19   1.936480E+03   1.645011E+03   1.000000E+00
5.750487E-01   3.160467E+19   3.867975E+19   1.931737E+03   1.641597E+03   1.000000E+00
5.769981E-01   3.156817E+19   3.863589E+19   1.927027E+03   1.638181E+03   1.000000E+00
5.789474E-01   3.153185E+19   3.859214E+19   1.922350E+03   1.634761E+03   1.000000E+00
5.808967E-01   3.149571E+19   3.854849E+19   1.917704E+03   1.631338E+03   1.000000E+00
5.828460E-01   3.145975E+19   3.850496E+19   1.913092E+03   1.627912E+03   1.000000E+00
5.847953E-01   3.142396E+19   3.846155E+19   1.908511E+03   1.624483E+03   1.000000E+00
5.867446E-01   3.138836E+19   3.841824E+19   1.903963E+03   1.621050E+03   1.000000E+00
5.886940E-01   3.135294E+19   3.837505E+19   1.899446E+03   1.617615E+03   1.000000E+00
5.906433E-01   3.131770E+19   3.833197E+19   1.894962E+03   1.614176E+03   1.000000E+00
5.925926E-01   3.128264E+19   3.828900E+19   1.890510E+03   1.610734E+03   1.000000E+00
5.945419E-01   3.124777E+19   3.824615E+19   1.886089E+03   1.607289E+03   1.000000E+00
5.964912E-01   3.121308E+19   3.820341E+19   1.881700E+03   1.603840E+03   1.000000E+00
5.984405E-01   3.117858E+19   3.816078E+19   1.877343E+03   1.600388E+03   1.000000E+00
6.003899E-01   3.114426E+19   3.811828E+19   1.873017E+03   1.596933E+03   1.000000E+00
6.023392E-01   3.111012E+19   3.807588E+19   1.868722E+03   1.593475E+03   1.000000E+00
6.042885E-01   3.107617E+19   3.803360E+19   1.864459E+03   1.590014E+03   1.000000E+00
6.062378E-01   3.104241E+19   3.799144E+19   1.860227E+03   1.586549E+03   1.000000E+00
6.081871E-01   3.100884E+19   3.794940E+19   1.856026E+03   1.583081E+03   1.000000E+00
6.101365E-01   3.097545E+19   3.790747E+19   1.851856E+03   1.579610E+03   1.000000E+00
6.120858E-01   3.094225E+19   3.786566E+19   1.847717E+03   1.576135E+03   1.000000E+00
6.140351E-01   3.090924E+19   3.782397E+19   1.843609E+03   1.572657E+03   1.000000E+00
6.159844E-01   3.087642E+19   3.778240E+19   1.839531E+03   1.569176E+03   1.000000E+00
6.179337E-01   3.084379E+19   3.774094E+19   1.835483E+03   1.565691E+03   1.000000E+00
6.198830E-01   3.081135E+19   3.769961E+19   1.831465E+03   1.562203E+03   1.000000E+00
6.218324E-01   3.077910E+19   3.765839E+19   1.827478E+03   1.558711E+03   1.000000E+00
6.237817E-01   3.074705E+19   3.761729E+19   1.823521E+03   1.555217E+03   1.000000E+00
6.257310E-01   3.071518E+19   3.757632E+19   1.819593E+03   1.551719E+03   1.000000E+00
6.276803E-01   3.068351E+19   3.753546E+19   1.815695E+03   1.548217E+03   1.000000E+00
6.296296E-01   3.065203E+19   3.749473E+19   1.811826E+03   1.544712E+03   1.000000E+00
6.315789E-01   3.062075E+19   3.745412E+19   1.807987E+03   1.541203E+03   1.000000E+00
6.335283E-01   3.058966E+19   3.741363E+19   1.804177E+03   1.537692E+03   1.000000E+00
6.354776E-01   3.055876E+19   3.737327E+19   1.800395E+03   1.534176E+03   1.000000E+00
6.374269E-01   3.052806E+19   3.733302E+19   1.796642E+03   1.530657E+03   1.000000E+00
6.393762E-01   3.049756E+19   3.729290E+19   1.792918E+03   1.527135E+03   1.000000E+00
6.413255E-01   3.046725E+19   3.725291E+19   1.789222E+03   1.523609E+03   1.000000E+00
6.432749E-01   3.043714E+19   3.721304E+19   1.785554E+03   1.520080E+03   1.000000E+00
6.452242E-01   3.040723E+19   3.717329E+19   1.781914E+03   1.516547E+03   1.000000E+00
6.471735E-01   3.037751E+19   3.713367E+19   1.778301E+03   1.513011E+03   1.000000E+00
6.491228E-01   3.034799E+19   3.709418E+19   1.774716E+03   1.509471E+03   1.000000E+00
6.510721E-01   3.031867E+19   3.705481E+19   1.771157E+03   1.505927E+03   1.000000E+00
6.530214E-01   3.028955E+19   3.701557E+19   1.767626E+03   1.502380E+03   1.000000E+00
6.549708E-01   3.026063E+19   3.697646E+19   1.764121E+03   1.498829E+03   1.000000E+00
6.569201E-01   3.023191E+19   3.693748E+19   1.760642E+03   1.495275E+03   1.000000E+00
6.588694E-01   3.020339E+19   3.689862E+19   1.757189E+03   1.491717E+03   1.000000E+00
6.608187E-01   3.017507E+19   3.685990E+19   1.753762E+03   1.488155E+03   1.000000E+00
6.627680E-01   3.014695E+19   3.682130E+19   1.750360E+03   1.484590E+03   1.000000E+00
6.647173E-01   3.011903E+19   3.678283E+19   1.746982E+03   1.481021E+03   1.000000E+00
6.666667E-01   3.009131E+19   3.674449E+19   1.743630E+03   1.477448E+03   1.000000E+00
6.686160E-01   3.006380E+19   3.670629E+19   1.740302E+03   1.473872E+03   1.000000E+00
6.705653E-01   3.003649E+19   3.666822E+19   1.736998E+03   1.470291E+03   1.000000E+00
6.725146E-01   3.000938E+19   3.663027E+19   1.733717E+03   1.466707E+03   1.000000E+00
6.744639E-01   2.998248E+19   3.659247E+19   1.730459E+03   1.463120E+03   1.000000E+00
6.764133E-01   2.995578E+19   3.655479E+19   1.727224E+03   1.459528E+03   1.000000E+00
6.783626E-01   2.992928E+19   3.651725E+19   1.724011E+03   1.455933E+03   1.000000E+00
6.803119E-01   2.990299E+19   3.647984E+19   1.720820E+03   1.452333E+03   1.000000E+00
6.822612E-01   2.987690E+19   3.644257E+19   1.717651E+03   1.448730E+03   1.000000E+00
6.842105E-01   2.985102E+19   3.640543E+19   1.714502E+03   1.445123E+03   1.000000E+00
6.861598E-01   2.982535E+19   3.636843E+19   1.711374E+03   1.441512E+03   1.000000E+00
6.881092E-01   2.979988E+19   3.633157E+19   1.708265E+03   1.437897E+03   1.000000E+00
6.900585E-01   2.977461E+19   3.629484E+19   1.705176E+03   1.434279E+03   1.000000E+00
6.920078E-01   2.974956E+19   3.625825E+19   1.702106E+03   1.430656E+03   1.000000E+00
6.939571E-01   2.972471E+19   3.622180E+19   1.699053E+03   1.427029E+03   1.000000E+00
6.959064E-01   2.970007E+19   3.618549E+19   1.696019E+03   1.423398E+03   1.000000E+00
6.978558E-01   2.967563E+19   3.614932E+19   1.693001E+03   1.419763E+03   1.000000E+00
6.998051E-01   2.965140E+19   3.611329E+19   1.690000E+03   1.416124E+03   1.000000E+00
7.017544E-01   2.962739E+19   3.607739E+19   1.687014E+03   1.412481E+03   1.000000E+00
7.037037E-01   2.960357E+19   3.604165E+19   1.684043E+03   1.408834E+03   1.000000E+00
7.056530E-01   2.957997E+19   3.600604E+19   1.681087E+03   1.405183E+03   1.000000E+00
7.076023E-01   2.955658E+19   3.597057E+19   1.678144E+03   1.401527E+03   1.000000E+00
7.095517E-01   2.953340E+19   3.593525E+19   1.675213E+03   1.397868E+03   1.000000E+00
7.115010E-01   2.951042E+19   3.590008E+19   1.672295E+03   1.394204E+03   1.000000E+00
7.134503E-01   2.948766E+19   3.586504E+19   1.669388E+03   1.390536E+03   1.000000E+00
7.153996E-01   2.946510E+19   3.583016E+19   1.666490E+03   1.386863E+03   1.000000E+00
7.173489E-01   2.944276E+19   3.579542E+19   1.663603E+03   1.383187E+03   1.000000E+00
7.192982E-01   2.942062E+19   3.576082E+19   1.660723E+03   1.379506E+03   1.000000E+00
7.212476E-01   2.939870E+19   3.572638E+19   1.657851E+03   1.375820E+03   1.000000E+00
7.231969E-01   2.937699E+19   3.569208E+19   1.654986E+03   1.372130E+03   1.000000E+00
7.251462E-01   2.935549E+19   3.565793E+19   1.652126E+03   1.368436E+03   1.000000E+00
7.270955E-01   2.933420E+19   3.562393E+19   1.649270E+03   1.364737E+03   1.000000E+00
7.290448E-01   2.931312E+19   3.559008E+19   1.646417E+03   1.361034E+03   1.000000E+00
7.309942E-01   2.929225E+19   3.555639E+19   1.643566E+03   1.357326E+03   1.000000E+00
7.329435E-01   2.927159E+19   3.552284E+19   1.640717E+03   1.353614E+03   1.000000E+00
7.348928E-01   2.925115E+19   3.548945E+19   1.637867E+03   1.349897E+03   1.000000E+00
7.368421E-01   2.923091E+19   3.545621E+19   1.635015E+03   1.346176E+03   1.000000E+00
7.387914E-01   2.921089E+19   3.542312E+19   1.632160E+03   1.342449E+03   1.000000E+00
7.407407E-01   2.919108E+19   3.539019E+19   1.629301E+03   1.338718E+03   1.000000E+00
7.426901E-01   2.917149E+19   3.535741E+19   1.626436E+03   1.334983E+03   1.000000E+00
7.446394E-01   2.915210E+19   3.532480E+19   1.623564E+03   1.331242E+03   1.000000E+00
7.465887E-01   2.913293E+19   3.529233E+19   1.620683E+03   1.327497E+03   1.000000E+00
7.485380E-01   2.911397E+19   3.526003E+19   1.617792E+03   1.323747E+03   1.000000E+00
7.504873E-01   2.909522E+19   3.522789E+19   1.614889E+03   1.319992E+03   1.000000E+00
7.524366E-01   2.907669E+19   3.519590E+19   1.611972E+03   1.316232E+03   1.000000E+00
7.543860E-01   2.905837E+19   3.516408E+19   1.609040E+03   1.312467E+03   1.000000E+00
7.563353E-01   2.904026E+19   3.513242E+19   1.606091E+03   1.308697E+03   1.000000E+00
7.582846E-01   2.902236E+19   3.510092E+19   1.603122E+03   1.304922E+03   1.000000E+00
7.602339E-01   2.900467E+19   3.506958E+19   1.600133E+03   1.301142E+03   1.000000E+00
7.621832E-01   2.898720E+19   3.503841E+19   1.597121E+03   1.297357E+03   1.000000E+00
7.641326E-01   2.896994E+19   3.500740E+19   1.594083E+03   1.293566E+03   1.000000E+00
7.660819E-01   2.895289E+19   3.497656E+19   1.591019E+03   1.289770E+03   1.000000E+00
7.680312E-01   2.893605E+19   3.494588E+19   1.587925E+03   1.285969E+03   1.000000E+00
7.699805E-01   2.891943E+19   3.491537E+19   1.584800E+03   1.282163E+03   1.000000E+00
7.719298E-01   2.890302E+19   3.488503E+19   1.581640E+03   1.278351E+03   1.000000E+00
7.738791E-01   2.888681E+19   3.485486E+19   1.578445E+03   1.274534E+03   1.000000E+00
7.758285E-01   2.887082E+19   3.482487E+19   1.575210E+03   1.270711E+03   1.000000E+00
7.777778E-01   2.885504E+19   3.479504E+19   1.571935E+03   1.266882E+03   1.000000E+00
7.797271E-01   2.883948E+19   3.476538E+19   1.568615E+03   1.263048E+03   1.000000E+00
7.816764E-01   2.882412E+19   3.473590E+19   1.565249E+03   1.259209E+03   1.000000E+00
7.836257E-01   2.880897E+19   3.470659E+19   1.561833E+03   1.255363E+03   1.000000E+00
7.855750E-01   2.879403E+19   3.467746E+19   1.558365E+03   1.251512E+03   1.000000E+00
7.875244E-01   2.877930E+19   3.464850E+19   1.554842E+03   1.247654E+03   1.000000E+00
7.894737E-01   2.876477E+19   3.461972E+19   1.551261E+03   1.243791E+03   1.000000E+00
7.914230E-01   2.875046E+19   3.459112E+19   1.547618E+03   1.239922E+03   1.000000E+00
7.933723E-01   2.873635E+19   3.456270E+19   1.543911E+03   1.236047E+03   1.000000E+00
7.953216E-01   2.872244E+19   3.453445E+19   1.540136E+03   1.232165E+03   1.000000E+00
7.972710E-01   2.870875E+19   3.450639E+19   1.536290E+03   1.228277E+03   1.000000E+00
7.992203E-01   2.869525E+19   3.447851E+19   1.532370E+03   1.224383E+03   1.000000E+00
8.011696E-01   2.868196E+19   3.445081E+19   1.528371E+03   1.220483E+03   1.000000E+00
8.031189E-01   2.866887E+19   3.442329E+19   1.524291E+03   1.216576E+03   1.000000E+00
8.050682E-01   2.865597E+19   3.439595E+19   1.520125E+03   1.212662E+03   1.000000E+00
8.070175E-01   2.864328E+19   3.436880E+19   1.515871E+03   1.208742E+03   1.000000E+00
8.089669E-01   2.863078E+19   3.434183E+19   1.511524E+03   1.204815E+03   1.000000E+00
8.109162E-01   2.861848E+19   3.431505E+19   1.507079E+03   1.200881E+03   1.000000E+00
8.128655E-01   2.860636E+19   3.428845E+19   1.502534E+03   1.196941E+03   1.000000E+00
8.148148E-01   2.859444E+19   3.426204E+19   1.497885E+03   1.192993E+03   1.000000E+00
8.167641E-01   2.858270E+19   3.423581E+19   1.493126E+03   1.189038E+03   1.000000E+00
8.187135E-01   2.857115E+19   3.420977E+19   1.488255E+03   1.185076E+03   1.000000E+00
8.206628E-01   2.855978E+19   3.418391E+19   1.483266E+03   1.181106E+03   1.000000E+00
8.226121E-01   2.854858E+19   3.415823E+19   1.478155E+03   1.177129E+03   1.000000E+00
8.245614E-01   2.853755E+19   3.413274E+19   1.472918E+03   1.173145E+03   1.000000E+00
8.265107E-01   2.852669E+19   3.410743E+19   1.467551E+03   1.169152E+03   1.000000E+00
8.284600E-01   2.851599E+19   3.408230E+19   1.462050E+03   1.165152E+03   1.000000E+00
8.304094E-01   2.850544E+19   3.405735E+19   1.456409E+03   1.161143E+03   1.000000E+00
8.323587E-01   2.849504E+19   3.403257E+19   1.450624E+03   1.157127E+03   1.000000E+00
8.343080E-01   2.848478E+19   3.400796E+19   1.444691E+03   1.153101E+03   1.000000E+00
8.362573E-01   2.847465E+19   3.398353E+19   1.438605E+03   1.149068E+03   1.000000E+00
8.382066E-01   2.846464E+19   3.395926E+19   1.432362E+03   1.145025E+03   1.000000E+00
8.401559E-01   2.845474E+19   3.393514E+19   1.425958E+03   1.140974E+03   1.000000E+00
8.421053E-01   2.844494E+19   3.391119E+19   1.419387E+03   1.136913E+03   1.000000E+00
8.440546E-01   2.843522E+19   3.388737E+19   1.412645E+03   1.132843E+03   1.000000E+00
8.460039E-01   2.842557E+19   3.386370E+19   1.405728E+03   1.128763E+03   1.000000E+00
8.479532E-01   2.841597E+19   3.384015E+19   1.398632E+03   1.124673E+03   1.000000E+00
8.499025E-01   2.840641E+19   3.381672E+19   1.391352E+03   1.120573E+03   1.000000E+00
8.518519E-01   2.839686E+19   3.379340E+19   1.383870E+03   1.116462E+03   1.000000E+00
8.538012E-01   2.838729E+19   3.377016E+19   1.376163E+03   1.112340E+03   1.000000E+00
8.557505E-01   2.837769E+19   3.374699E+19   1.368224E+03   1.108207E+03   1.000000E+00
8.576998E-01   2.836801E+19   3.372388E+19   1.360052E+03   1.104061E+03   1.000000E+00
8.596491E-01   2.835823E+19   3.370079E+19   1.351642E+03   1.099903E+03   1.000000E+00
8.615984E-01   2.834831E+19   3.367770E+19   1.342989E+03   1.095732E+03   1.000000E+00
8.635478E-01   2.833820E+19   3.365459E+19   1.334092E+03   1.091546E+03   1.000000E+00
8.654971E-01   2.832786E+19   3.363141E+19   1.324945E+03   1.087347E+03   1.000000E+00
8.674464E-01   2.831723E+19   3.360813E+19   1.315547E+03   1.083132E+03   1.000000E+00
8.693957E-01   2.830626E+19   3.358469E+19   1.305894E+03   1.078900E+03   1.000000E+00
8.713450E-01   2.829488E+19   3.356106E+19   1.295984E+03   1.074651E+03   1.000000E+00
8.732943E-01   2.828301E+19   3.353716E+19   1.285814E+03   1.070382E+03   1.000000E+00
8.752437E-01   2.827057E+19   3.351293E+19   1.275382E+03   1.066094E+03   1.000000E+00
8.771930E-01   2.825746E+19   3.348829E+19   1.264686E+03   1.061783E+03   1.000000E+00
8.791423E-01   2.824358E+19   3.346316E+19   1.253726E+03   1.057448E+03   1.000000E+00
8.810916E-01   2.822881E+19   3.343743E+19   1.242499E+03   1.053087E+03   1.000000E+00
8.830409E-01   2.821301E+19   3.341099E+19   1.231005E+03   1.048696E+03   1.000000E+00
8.849903E-01   2.819605E+19   3.338370E+19   1.219243E+03   1.044274E+03   1.000000E+00
8.869396E-01   2.817775E+19   3.335542E+19   1.207215E+03   1.039816E+03   1.000000E+00
8.888889E-01   2.815793E+19   3.332597E+19   1.194920E+03   1.035318E+03   1.000000E+00
8.908382E-01   2.813637E+19   3.329518E+19   1.182359E+03   1.030776E+03   1.000000E+00
8.927875E-01   2.811286E+19   3.326280E+19   1.169534E+03   1.026184E+03   1.000000E+00
8.947368E-01   2.808713E+19   3.322861E+19   1.156446E+03   1.021535E+03   1.000000E+00
8.966862E-01   2.805890E+19   3.319232E+19   1.143098E+03   1.016822E+03   1.000000E+00
8.986355E-01   2.802783E+19   3.315361E+19   1.129492E+03   1.012036E+03   1.000000E+00
9.005848E-01   2.799358E+19   3.311212E+19   1.115633E+03   1.007167E+03   1.000000E+00
9.025341E-01   2.795574E+19   3.306744E+19   1.101525E+03   1.002203E+03   1.000000E+00
9.044834E-01   2.791387E+19   3.301912E+19   1.087170E+03   9.971297E+02   1.000000E+00
9.064327E-01   2.786748E+19   3.296663E+19   1.072576E+03   9.919314E+02   1.000000E+00
9.083821E-01   2.781603E+19   3.290939E+19   1.057747E+03   9.865888E+02   1.000000E+00
9.103314E-01   2.775890E+19   3.284674E+19   1.042689E+03   9.810799E+02   1.000000E+00
9.122807E-01   2.769544E+19   3.277795E+19   1.027409E+03   9.753789E+02   1.000000E+00
9.142300E-01   2.762490E+19   3.270218E+19   1.011914E+03   9.694560E+02   1.000000E+00
9.161793E-01   2.754648E+19   3.261852E+19   9.962131E+02   9.632762E+02   1.000000E+00
9.181287E-01   2.745929E+19   3.252592E+19   9.803132E+02   9.567993E+02   1.000000E+00
9.200780E-01   2.736234E+19   3.242324E+19   9.642237E+02   9.499785E+02   1.000000E+00
9.220273E-01   2.725460E+19   3.230920E+19   9.479538E+02   9.427597E+02   1.000000E+00
9.239766E-01   2.713489E+19   3.218240E+19   9.315134E+02   9.350805E+02   1.000000E+00
9.259259E-01   2.700199E+19   3.204127E+19   9.149129E+02   9.268693E+02   1.000000E+00
9.278752E-01   2.685454E+19   3.188414E+19   8.981630E+02   9.180439E+02   1.000000E+00
9.298246E-01   2.669111E+19   3.170914E+19   8.812750E+02   9.085104E+02   1.000000E+00
9.317739E-01   2.651018E+19   3.151428E+19   8.642605E+02   8.981624E+02   1.000000E+00
9.337232E-01   2.631015E+19   3.129742E+19   8.471315E+02   8.868789E+02   1.000000E+00
9.356725E-01   2.608932E+19   3.105629E+19   8.299002E+02   8.745238E+02   1.000000E+00
9.376218E-01   2.584597E+19   3.078849E+19   8.125795E+02   8.609432E+02   1.000000E+00
9.395712E-01   2.557832E+19   3.049158E+19   7.951821E+02   8.459620E+02   1.000000E+00
9.415205E-01   2.528459E+19   3.016306E+19   7.777213E+02   8.293746E+02   1.000000E+00
9.434698E-01   2.496299E+19   2.980056E+19   7.602103E+02   8.109103E+02   1.000000E+00
9.454191E-01   2.461180E+19   2.940239E+19   7.426628E+02   7.899264E+02   1.000000E+00
9.473684E-01   2.422942E+19   2.896510E+19   7.250922E+02   7.731572E+02   1.000000E+00
9.493177E-01   2.381445E+19   2.848518E+19   7.075123E+02   7.549441E+02   1.000000E+00
9.512671E-01   2.336569E+19   2.796065E+19   6.899368E+02   7.345748E+02   1.000000E+00
9.532164E-01   2.288228E+19   2.738993E+19   6.723794E+02   7.119625E+02   1.000000E+00
9.551657E-01   2.236368E+19   2.677198E+19   6.548538E+02   6.870662E+02   1.000000E+00
9.571150E-01   2.180980E+19   2.610642E+19   6.373734E+02   6.599025E+02   1.000000E+00
9.590643E-01   2.122103E+19   2.539366E+19   6.199518E+02   6.305567E+02   1.000000E+00
9.610136E-01   2.059833E+19   2.463499E+19   6.026021E+02   5.991901E+02   1.000000E+00
9.629630E-01   1.994324E+19   2.383268E+19   5.853374E+02   5.660441E+02   1.000000E+00
9.649123E-01   1.925793E+19   2.299004E+19   5.681703E+02   5.314373E+02   1.000000E+00
9.668616E-01   1.854521E+19   2.211137E+19   5.511134E+02   4.957570E+02   1.000000E+00
9.688109E-01   1.780848E+19   2.120202E+19   5.341787E+02   4.594441E+02   1.000000E+00
9.707602E-01   1.705171E+19   2.026819E+19   5.173780E+02   4.229718E+02   1.000000E+00
9.727096E-01   1.627940E+19   1.931685E+19   5.007227E+02   3.868217E+02   1.000000E+00
9.746589E-01   1.549639E+19   1.835553E+19   4.842238E+02   3.514588E+02   1.000000E+00
9.766082E-01   1.470785E+19   1.739208E+19   4.678917E+02   3.173078E+02   1.000000E+00
9.785575E-01   1.391909E+19   1.643442E+19   4.517364E+02   2.847340E+02   1.000000E+00
9.805068E-01   1.313539E+19   1.549026E+19   4.357676E+02   2.540305E+02   1.000000E+00
9.824561E-01   1.236194E+19   1.456691E+19   4.199941E+02   2.254115E+02   1.000000E+00
9.844055E-01   1.160364E+19   1.367101E+19   4.044247E+02   1.990118E+02   1.000000E+00
9.863548E-01   1.086500E+19   1.280838E+19   3.890671E+02   1.748922E+02   1.000000E+00
9.883041E-01   1.015004E+19   1.198389E+19   3.739290E+02   1.530487E+02   1.000000E+00
9.902534E-01   9.462220E+18   1.120140E+19   3.590171E+02   1.334232E+02   1.000000E+00
9.922027E-01   8.804403E+18   1.046372E+19   3.443378E+02   1.159162E+02   1.000000E+00
9.941520E-01   8.178809E+18   9.772658E+18   3.298969E+02   1.003985E+02   1.000000E+00
9.961014E-01   7.587038E+18   9.129091E+18   3.156996E+02   8.672158E+01   1.000000E+00
9.980507E-01   7.030090E+18   8.533048E+18   3.017506E+02   7.472717E+01   1.000000E+00
1.000000E+00   6.508412E+18   7.983829E+18   2.880541E+02   6.425423E+01   1.000000E+00
